date,product_id,product_name,category,quantity,unit_price,revenue,customer_id,region
2023-09-12,ELE_067,Tablet,Electronics,1,218.1,218.1,CUST_0019,South
2023-09-13,CLO_046,T-Shirt,Clothing,2,163.03,326.05,CUST_0856,Central
2023-09-13,BEA_040,Bath Products,Beauty,5,81.15,405.74,CUST_0743,West
2023-09-13,CLO_004,Jacket,Clothing,9,47.69,429.25,CUST_0837,West
2023-09-13,SPO_063,Accessories,Sports,3,312.78,938.35,CUST_0007,West
2023-09-13,SPO_046,Fitness Equipment,Sports,4,284.6,1138.39,CUST_0723,West
2023-09-13,SPO_072,Fitness Equipment,Sports,4,234.19,936.76,CUST_0825,Central
2023-09-13,SPO_099,Running Shoes,Sports,1,212.05,212.05,CUST_0844,West
2023-09-13,HOM_020,Furniture,Home & Garden,19,23.3,442.63,CUST_0358,West
2023-09-13,HOM_069,Cleaning Supplies,Home & Garden,3,68.3,204.91,CUST_0703,West
2023-09-13,ELE_014,Laptop,Electronics,5,966.61,4833.05,CUST_0103,South
2023-09-13,CLO_067,Jeans,Clothing,13,16.88,219.39,CUST_0702,Central
2023-09-14,CLO_075,T-Shirt,Clothing,7,109.62,767.35,CUST_0574,South
2023-09-14,SPO_077,Outdoor Gear,Sports,1,392.49,392.49,CUST_0784,South
2023-09-14,HOM_075,Cleaning Supplies,Home & Garden,8,131.47,1051.79,CUST_0401,Central
2023-09-14,ELE_014,Smart TV,Electronics,1,1511.48,1511.48,CUST_0986,Central
2023-09-14,SPO_099,Outdoor Gear,Sports,1,217.42,217.42,CUST_0775,Central
2023-09-14,SPO_077,Sports Wear,Sports,5,306.78,1533.89,CUST_0078,West
2023-09-15,FOO_077,Snacks,Food & Beverages,19,18.26,346.92,CUST_0174,Central
2023-09-15,FOO_076,Fruits,Food & Beverages,17,18.33,311.54,CUST_0853,South
2023-09-15,SPO_097,Sports Wear,Sports,1,337.35,337.35,CUST_0530,Central
2023-09-15,HOM_074,Cleaning Supplies,Home & Garden,4,121.49,485.97,CUST_0828,North
2023-09-15,SPO_064,Outdoor Gear,Sports,3,347.09,1041.28,CUST_0346,East
2023-09-15,FOO_050,Milk,Food & Beverages,12,46.38,556.57,CUST_0194,South
2023-09-15,HOM_050,Plants,Home & Garden,7,139.97,979.82,CUST_0494,North
2023-09-15,HOM_067,Cleaning Supplies,Home & Garden,4,231.82,927.27,CUST_0782,North
2023-09-16,CLO_079,Jacket,Clothing,8,27.96,223.66,CUST_0009,East
2023-09-16,ELE_064,Headphones,Electronics,3,1234.2,3702.6,CUST_0082,West
2023-09-16,HOM_033,Decor,Home & Garden,4,343.76,1375.06,CUST_0359,Central
2023-09-16,SPO_046,Fitness Equipment,Sports,10,93.03,930.28,CUST_0122,South
2023-09-16,CLO_094,Dress,Clothing,11,29.06,319.62,CUST_0268,North
2023-09-16,ELE_040,Laptop,Electronics,3,189.81,569.43,CUST_0611,North
2023-09-16,SPO_074,Accessories,Sports,3,338.13,1014.4,CUST_0613,Central
2023-09-16,ELE_043,Tablet,Electronics,3,752.51,2257.53,CUST_0491,West
2023-09-16,ELE_070,Smartphone,Electronics,2,343.3,686.61,CUST_0899,North
2023-09-16,ELE_033,Tablet,Electronics,3,744.37,2233.11,CUST_0322,East
2023-09-17,ELE_098,Smartphone,Electronics,2,1185.63,2371.26,CUST_0871,West
2023-09-17,BEA_048,Bath Products,Beauty,6,83.5,500.99,CUST_0920,East
2023-09-17,FOO_036,Milk,Food & Beverages,12,22.87,274.38,CUST_0307,North
2023-09-17,HOM_042,Plants,Home & Garden,2,261.83,523.65,CUST_0151,Central
2023-09-17,SPO_084,Sports Wear,Sports,4,261.61,1046.44,CUST_0082,West
2023-09-17,CLO_043,Shoes,Clothing,4,87.01,348.06,CUST_0382,West
2023-09-18,ELE_083,Laptop,Electronics,3,1008.76,3026.29,CUST_0212,West
2023-09-18,HOM_014,Furniture,Home & Garden,1,240.58,240.58,CUST_0388,Central
2023-09-18,BEA_024,Bath Products,Beauty,18,21.54,387.75,CUST_0289,Central
2023-09-18,BEA_090,Makeup,Beauty,8,107.65,861.2,CUST_0429,Central
2023-09-18,FOO_009,Milk,Food & Beverages,18,47.53,855.62,CUST_0736,Central
2023-09-18,SPO_099,Outdoor Gear,Sports,5,468.59,2342.93,CUST_0765,East
2023-09-19,BEA_040,Bath Products,Beauty,10,120.07,1200.75,CUST_0157,West
2023-09-19,BEA_043,Skincare,Beauty,16,31.23,499.66,CUST_0572,Central
2023-09-19,ELE_089,Smart TV,Electronics,4,415.83,1663.31,CUST_0634,West
2023-09-19,BEA_047,Makeup,Beauty,10,108.06,1080.59,CUST_0181,North
2023-09-19,CLO_002,Jeans,Clothing,6,158.05,948.32,CUST_0411,West
2023-09-20,CLO_094,T-Shirt,Clothing,7,73.1,511.67,CUST_0374,North
2023-09-20,CLO_000,Jacket,Clothing,3,169.66,508.99,CUST_0356,Central
2023-09-20,ELE_055,Tablet,Electronics,1,284.47,284.47,CUST_0204,South
2023-09-20,HOM_048,Plants,Home & Garden,1,43.06,43.06,CUST_0337,Central
2023-09-20,BEA_043,Hair Products,Beauty,1,128.74,128.74,CUST_0512,North
2023-09-20,BEA_009,Bath Products,Beauty,2,19.8,39.6,CUST_0657,South
2023-09-21,SPO_034,Accessories,Sports,2,255.68,511.37,CUST_0926,East
2023-09-21,CLO_021,Jeans,Clothing,9,155.88,1402.91,CUST_0126,Central
2023-09-21,BEA_007,Makeup,Beauty,6,65.21,391.27,CUST_0052,Central
2023-09-21,BEA_079,Makeup,Beauty,20,23.4,468.03,CUST_0811,South
2023-09-21,FOO_051,Bread,Food & Beverages,5,7.92,39.59,CUST_0529,West
2023-09-21,FOO_022,Milk,Food & Beverages,13,2.92,37.91,CUST_0131,West
2023-09-21,HOM_026,Plants,Home & Garden,3,217.33,651.98,CUST_0743,North
2023-09-21,HOM_075,Furniture,Home & Garden,6,24.93,149.61,CUST_0692,East
2023-09-22,CLO_009,Dress,Clothing,1,153.65,153.65,CUST_0354,West
2023-09-22,HOM_078,Furniture,Home & Garden,5,185.51,927.55,CUST_0962,Central
2023-09-22,ELE_095,Tablet,Electronics,4,765.08,3060.31,CUST_0368,West
2023-09-22,HOM_086,Cleaning Supplies,Home & Garden,2,193.11,386.23,CUST_0786,Central
2023-09-22,CLO_070,Jacket,Clothing,10,114.26,1142.64,CUST_0209,South
2023-09-22,HOM_060,Cleaning Supplies,Home & Garden,2,209.19,418.39,CUST_0069,South
2023-09-22,FOO_066,Milk,Food & Beverages,19,10.79,204.95,CUST_0230,East
2023-09-22,SPO_072,Running Shoes,Sports,2,297.46,594.93,CUST_0275,South
2023-09-22,ELE_001,Smartphone,Electronics,2,1193.79,2387.58,CUST_0170,West
2023-09-23,BEA_072,Perfume,Beauty,4,178.06,712.22,CUST_0002,West
2023-09-23,HOM_042,Kitchen Tools,Home & Garden,3,243.34,730.03,CUST_0684,East
2023-09-23,FOO_046,Bread,Food & Beverages,8,7.05,56.38,CUST_0717,West
2023-09-23,HOM_072,Cleaning Supplies,Home & Garden,1,265.33,265.33,CUST_0515,North
2023-09-24,FOO_011,Milk,Food & Beverages,8,13.92,111.33,CUST_0762,West
2023-09-24,ELE_025,Headphones,Electronics,3,197.08,591.24,CUST_0468,East
2023-09-24,FOO_025,Milk,Food & Beverages,9,42.38,381.42,CUST_0812,South
2023-09-24,CLO_090,T-Shirt,Clothing,2,141.85,283.69,CUST_0610,Central
2023-09-24,CLO_032,Jeans,Clothing,8,84.81,678.48,CUST_0083,North
2023-09-24,ELE_005,Laptop,Electronics,4,1289.95,5159.79,CUST_0815,East
2023-09-24,CLO_095,Jacket,Clothing,8,157.52,1260.19,CUST_0063,Central
2023-09-24,SPO_029,Running Shoes,Sports,4,403.32,1613.29,CUST_0899,North
2023-09-24,FOO_015,Coffee,Food & Beverages,9,18.28,164.52,CUST_0638,South
2023-09-24,SPO_037,Fitness Equipment,Sports,7,36.92,258.42,CUST_0872,West
2023-09-25,ELE_018,Laptop,Electronics,4,377.12,1508.46,CUST_0803,West
2023-09-25,SPO_060,Outdoor Gear,Sports,5,346.79,1733.97,CUST_0810,South
2023-09-25,SPO_000,Fitness Equipment,Sports,8,160.79,1286.33,CUST_0823,Central
2023-09-25,ELE_012,Smartphone,Electronics,2,417.95,835.9,CUST_0657,Central
2023-09-25,SPO_015,Fitness Equipment,Sports,2,280.31,560.61,CUST_0437,South
2023-09-25,HOM_073,Decor,Home & Garden,3,175.71,527.14,CUST_0780,West
2023-09-25,ELE_089,Headphones,Electronics,3,558.49,1675.46,CUST_0400,South
2023-09-25,FOO_053,Bread,Food & Beverages,18,54.71,984.77,CUST_0716,East
2023-09-26,ELE_088,Tablet,Electronics,4,320.91,1283.62,CUST_0892,Central
2023-09-26,ELE_052,Laptop,Electronics,1,1483.01,1483.01,CUST_0392,West
2023-09-26,BEA_018,Hair Products,Beauty,10,69.27,692.68,CUST_0736,South
2023-09-26,BEA_074,Skincare,Beauty,2,56.96,113.93,CUST_1000,Central
2023-09-26,ELE_083,Smart TV,Electronics,4,1209.56,4838.26,CUST_0374,South
2023-09-26,BEA_010,Perfume,Beauty,12,30.04,360.53,CUST_0714,Central
2023-09-26,FOO_084,Snacks,Food & Beverages,8,22.04,176.3,CUST_0671,East
2023-09-26,BEA_090,Skincare,Beauty,8,66.45,531.6,CUST_0146,South
2023-09-27,CLO_047,Dress,Clothing,6,163.56,981.34,CUST_0574,South
2023-09-27,ELE_067,Tablet,Electronics,3,1110.93,3332.79,CUST_0756,West
2023-09-27,FOO_062,Snacks,Food & Beverages,4,12.71,50.83,CUST_0088,South
2023-09-27,BEA_007,Makeup,Beauty,4,40.93,163.74,CUST_0103,Central
2023-09-27,FOO_092,Coffee,Food & Beverages,13,21.53,279.91,CUST_0208,North
2023-09-27,FOO_028,Bread,Food & Beverages,12,23.35,280.24,CUST_0934,East
2023-09-27,FOO_026,Coffee,Food & Beverages,20,43.42,868.3,CUST_0031,Central
2023-09-27,SPO_002,Sports Wear,Sports,3,279.85,839.56,CUST_0380,West
2023-09-27,CLO_046,Dress,Clothing,9,143.09,1287.85,CUST_0970,Central
2023-09-28,HOM_011,Decor,Home & Garden,8,146.27,1170.19,CUST_0608,East
2023-09-28,FOO_093,Snacks,Food & Beverages,10,30.04,300.4,CUST_0590,West
2023-09-28,BEA_004,Perfume,Beauty,1,70.45,70.45,CUST_0441,South
2023-09-28,FOO_000,Snacks,Food & Beverages,9,14.02,126.21,CUST_0360,North
2023-09-28,ELE_016,Smart TV,Electronics,3,669.35,2008.06,CUST_0333,South
2023-09-28,SPO_055,Accessories,Sports,1,269.34,269.34,CUST_0391,East
2023-09-28,BEA_094,Hair Products,Beauty,8,105.6,844.76,CUST_0740,West
2023-09-29,FOO_030,Snacks,Food & Beverages,14,13.52,189.34,CUST_0867,Central
2023-09-29,CLO_078,Dress,Clothing,8,108.29,866.33,CUST_0708,West
2023-09-29,BEA_056,Bath Products,Beauty,9,84.74,762.67,CUST_0874,West
2023-09-29,ELE_026,Laptop,Electronics,2,685.94,1371.89,CUST_0589,East
2023-09-29,CLO_058,Dress,Clothing,8,97.09,776.7,CUST_0038,East
2023-09-29,SPO_092,Running Shoes,Sports,1,116.34,116.34,CUST_0911,East
2023-09-29,CLO_095,Jeans,Clothing,2,41.44,82.88,CUST_0656,East
2023-09-30,BEA_073,Skincare,Beauty,10,100.97,1009.68,CUST_0315,South
2023-09-30,FOO_049,Coffee,Food & Beverages,1,38.81,38.81,CUST_0121,Central
2023-09-30,ELE_010,Headphones,Electronics,5,892.68,4463.41,CUST_0316,East
2023-10-01,ELE_043,Smart TV,Electronics,4,929.81,3719.24,CUST_0391,East
2023-10-01,SPO_043,Outdoor Gear,Sports,5,176.18,880.91,CUST_0025,Central
2023-10-01,HOM_082,Furniture,Home & Garden,2,184.19,368.38,CUST_0719,Central
2023-10-01,ELE_093,Smart TV,Electronics,3,662.4,1987.19,CUST_0373,North
2023-10-01,SPO_019,Running Shoes,Sports,4,224.83,899.33,CUST_0183,West
2023-10-02,SPO_036,Running Shoes,Sports,10,141.75,1417.51,CUST_0292,West
2023-10-02,SPO_031,Running Shoes,Sports,2,340.97,681.94,CUST_0774,Central
2023-10-02,SPO_087,Outdoor Gear,Sports,2,384.62,769.24,CUST_0606,West
2023-10-02,ELE_050,Laptop,Electronics,1,1616.19,1616.19,CUST_0052,South
2023-10-03,FOO_091,Snacks,Food & Beverages,13,25.17,327.15,CUST_0885,South
2023-10-03,HOM_034,Cleaning Supplies,Home & Garden,5,163.23,816.15,CUST_0156,South
2023-10-03,FOO_072,Fruits,Food & Beverages,2,42.18,84.36,CUST_0619,Central
2023-10-03,HOM_035,Kitchen Tools,Home & Garden,8,139.59,1116.7,CUST_0406,West
2023-10-03,HOM_012,Furniture,Home & Garden,5,113.5,567.49,CUST_0383,West
2023-10-03,CLO_057,Dress,Clothing,9,66.75,600.74,CUST_0401,East
2023-10-03,BEA_056,Bath Products,Beauty,16,13.8,220.84,CUST_0477,West
2023-10-03,SPO_013,Running Shoes,Sports,8,89.26,714.1,CUST_0596,Central
2023-10-03,FOO_031,Bread,Food & Beverages,14,37.2,520.8,CUST_0744,South
2023-10-03,ELE_047,Headphones,Electronics,4,783.63,3134.5,CUST_0009,North
2023-10-03,ELE_027,Smartphone,Electronics,3,972.04,2916.11,CUST_0501,East
2023-10-03,HOM_071,Decor,Home & Garden,5,295.11,1475.54,CUST_0087,Central
2023-10-03,BEA_035,Hair Products,Beauty,9,55.31,497.79,CUST_0824,Central
2023-10-04,FOO_011,Fruits,Food & Beverages,5,24.27,121.36,CUST_0310,West
2023-10-04,BEA_037,Hair Products,Beauty,7,59.83,418.8,CUST_0382,South
2023-10-04,SPO_076,Sports Wear,Sports,3,289.92,869.77,CUST_0545,West
2023-10-04,SPO_049,Running Shoes,Sports,9,183.04,1647.32,CUST_0812,South
2023-10-05,FOO_028,Snacks,Food & Beverages,2,19.98,39.97,CUST_0932,West
2023-10-05,FOO_026,Snacks,Food & Beverages,15,37.41,561.08,CUST_0269,West
2023-10-05,SPO_068,Outdoor Gear,Sports,2,73.9,147.8,CUST_0511,West
2023-10-05,BEA_073,Bath Products,Beauty,2,86.35,172.71,CUST_0217,West
2023-10-05,ELE_008,Smart TV,Electronics,5,690.21,3451.07,CUST_0031,South
2023-10-06,ELE_023,Tablet,Electronics,2,1551.19,3102.37,CUST_0959,East
2023-10-06,SPO_052,Outdoor Gear,Sports,4,273.88,1095.52,CUST_0505,West
2023-10-06,SPO_036,Fitness Equipment,Sports,6,63.31,379.87,CUST_0797,East
2023-10-06,SPO_082,Fitness Equipment,Sports,10,42.47,424.71,CUST_0478,North
2023-10-06,HOM_016,Kitchen Tools,Home & Garden,4,216.15,864.58,CUST_0392,East
2023-10-07,ELE_057,Smartphone,Electronics,3,1161.55,3484.66,CUST_0311,East
2023-10-07,ELE_008,Smart TV,Electronics,2,364.3,728.6,CUST_0342,West
2023-10-07,SPO_059,Outdoor Gear,Sports,8,127.23,1017.86,CUST_1000,West
2023-10-07,CLO_072,Jeans,Clothing,1,183.18,183.18,CUST_0012,South
2023-10-07,HOM_030,Decor,Home & Garden,10,141.88,1418.79,CUST_0982,East
2023-10-07,CLO_073,Dress,Clothing,6,151.7,910.2,CUST_0807,West
2023-10-07,HOM_045,Decor,Home & Garden,7,49.97,349.77,CUST_0466,East
2023-10-08,SPO_045,Accessories,Sports,5,379.99,1899.93,CUST_0394,East
2023-10-08,SPO_079,Accessories,Sports,3,179.78,539.34,CUST_0700,South
2023-10-08,BEA_097,Bath Products,Beauty,7,67.91,475.39,CUST_0704,North
2023-10-08,CLO_010,Jacket,Clothing,8,92.57,740.56,CUST_0364,North
2023-10-08,BEA_078,Bath Products,Beauty,3,134.1,402.29,CUST_0548,East
2023-10-08,ELE_098,Headphones,Electronics,2,1076.6,2153.2,CUST_0279,East
2023-10-08,CLO_014,Dress,Clothing,18,34.63,623.35,CUST_0573,East
2023-10-09,BEA_069,Bath Products,Beauty,4,40.82,163.28,CUST_0121,South
2023-10-09,ELE_074,Laptop,Electronics,4,1654.4,6617.61,CUST_0980,South
2023-10-09,SPO_029,Running Shoes,Sports,1,346.7,346.7,CUST_0708,Central
2023-10-09,HOM_053,Furniture,Home & Garden,8,69.08,552.65,CUST_0320,East
2023-10-09,ELE_094,Headphones,Electronics,1,995.57,995.57,CUST_0256,West
2023-10-09,BEA_063,Skincare,Beauty,4,95.61,382.44,CUST_0701,East
2023-10-09,HOM_098,Decor,Home & Garden,6,164.06,984.38,CUST_0113,East
2023-10-10,FOO_094,Snacks,Food & Beverages,18,3.94,70.96,CUST_0266,Central
2023-10-10,SPO_088,Outdoor Gear,Sports,3,112.45,337.35,CUST_0966,South
2023-10-10,SPO_011,Fitness Equipment,Sports,4,298.09,1192.35,CUST_0293,East
2023-10-10,FOO_018,Bread,Food & Beverages,2,31.79,63.59,CUST_0451,South
2023-10-11,CLO_060,Shoes,Clothing,6,181.31,1087.83,CUST_0288,West
2023-10-11,BEA_031,Hair Products,Beauty,5,149.23,746.14,CUST_0215,North
2023-10-11,ELE_032,Smart TV,Electronics,2,1290.44,2580.88,CUST_0829,West
2023-10-11,ELE_089,Tablet,Electronics,1,404.29,404.29,CUST_0916,Central
2023-10-11,FOO_005,Coffee,Food & Beverages,20,13.05,260.91,CUST_0651,East
2023-10-11,CLO_047,Jeans,Clothing,8,142.36,1138.88,CUST_0786,East
2023-10-11,BEA_006,Skincare,Beauty,4,60.31,241.26,CUST_0730,South
2023-10-11,CLO_039,T-Shirt,Clothing,5,111.13,555.67,CUST_0383,West
2023-10-11,FOO_076,Snacks,Food & Beverages,20,38.03,760.62,CUST_0023,North
2023-10-11,HOM_092,Plants,Home & Garden,1,157.89,157.89,CUST_0449,South
2023-10-12,FOO_086,Fruits,Food & Beverages,18,19.22,346.03,CUST_0366,East
2023-10-12,HOM_082,Plants,Home & Garden,4,223.29,893.14,CUST_0655,East
2023-10-12,CLO_095,T-Shirt,Clothing,2,157.59,315.17,CUST_0774,East
2023-10-12,CLO_016,Shoes,Clothing,5,132.96,664.82,CUST_0344,East
2023-10-12,FOO_065,Snacks,Food & Beverages,5,27.37,136.83,CUST_0829,West
2023-10-12,SPO_035,Running Shoes,Sports,5,207.83,1039.17,CUST_0863,Central
2023-10-13,ELE_030,Smartphone,Electronics,4,496.13,1984.53,CUST_0723,Central
2023-10-13,BEA_044,Makeup,Beauty,8,74.98,599.83,CUST_0173,North
2023-10-13,CLO_057,Shoes,Clothing,3,96.69,290.06,CUST_0952,South
2023-10-13,BEA_012,Skincare,Beauty,3,100.12,300.37,CUST_0298,East
2023-10-13,ELE_014,Smartphone,Electronics,5,478.12,2390.6,CUST_0248,Central
2023-10-13,BEA_081,Makeup,Beauty,6,23.96,143.75,CUST_0717,Central
2023-10-13,SPO_040,Running Shoes,Sports,4,83.57,334.28,CUST_0014,South
2023-10-13,HOM_026,Furniture,Home & Garden,2,241.58,483.16,CUST_0450,Central
2023-10-13,SPO_090,Sports Wear,Sports,2,356.39,712.77,CUST_0670,North
2023-10-13,SPO_034,Fitness Equipment,Sports,4,224.36,897.43,CUST_0286,South
2023-10-13,FOO_007,Fruits,Food & Beverages,20,36.18,723.67,CUST_0754,North
2023-10-13,ELE_092,Smartphone,Electronics,2,295.89,591.78,CUST_0258,West
2023-10-13,FOO_071,Bread,Food & Beverages,6,38.85,233.11,CUST_0185,West
2023-10-13,HOM_006,Kitchen Tools,Home & Garden,6,68.41,410.49,CUST_0288,West
2023-10-14,BEA_032,Skincare,Beauty,4,59.34,237.36,CUST_0800,Central
2023-10-14,HOM_004,Decor,Home & Garden,1,46.25,46.25,CUST_0417,South
2023-10-14,HOM_052,Cleaning Supplies,Home & Garden,3,303.28,909.85,CUST_0051,Central
2023-10-14,FOO_061,Coffee,Food & Beverages,8,16.0,127.98,CUST_0248,East
2023-10-14,FOO_067,Coffee,Food & Beverages,4,27.81,111.22,CUST_0716,East
2023-10-14,BEA_074,Hair Products,Beauty,4,133.53,534.13,CUST_0848,Central
2023-10-14,ELE_007,Headphones,Electronics,5,582.89,2914.46,CUST_0782,West
2023-10-14,ELE_036,Tablet,Electronics,4,749.38,2997.52,CUST_0234,Central
2023-10-14,ELE_006,Headphones,Electronics,5,1196.47,5982.35,CUST_0560,West
2023-10-15,FOO_099,Snacks,Food & Beverages,11,22.24,244.62,CUST_0277,South
2023-10-15,ELE_035,Headphones,Electronics,2,1389.44,2778.88,CUST_0090,East
2023-10-15,FOO_088,Fruits,Food & Beverages,12,8.28,99.34,CUST_0085,Central
2023-10-15,BEA_042,Hair Products,Beauty,8,90.74,725.91,CUST_0070,South
2023-10-15,BEA_082,Bath Products,Beauty,2,105.47,210.94,CUST_0316,West
2023-10-15,CLO_016,Dress,Clothing,8,204.39,1635.09,CUST_0263,North
2023-10-15,ELE_029,Smart TV,Electronics,5,1553.97,7769.84,CUST_0553,West
2023-10-15,FOO_022,Fruits,Food & Beverages,4,29.6,118.39,CUST_0202,East
2023-10-15,FOO_086,Bread,Food & Beverages,2,42.63,85.26,CUST_0402,West
2023-10-15,BEA_036,Makeup,Beauty,1,30.2,30.2,CUST_0229,North
2023-10-16,FOO_001,Milk,Food & Beverages,8,4.37,34.97,CUST_0005,East
2023-10-16,ELE_091,Smartphone,Electronics,5,403.29,2016.45,CUST_0646,West
2023-10-16,ELE_018,Headphones,Electronics,2,811.84,1623.67,CUST_0686,North
2023-10-16,BEA_044,Makeup,Beauty,7,140.25,981.76,CUST_0058,Central
2023-10-17,SPO_032,Accessories,Sports,3,303.02,909.07,CUST_0355,West
2023-10-17,SPO_047,Fitness Equipment,Sports,3,225.0,675.01,CUST_0055,West
2023-10-17,BEA_081,Bath Products,Beauty,9,74.45,670.06,CUST_0139,East
2023-10-17,FOO_094,Snacks,Food & Beverages,10,13.33,133.32,CUST_0107,South
2023-10-17,HOM_098,Plants,Home & Garden,1,210.78,210.78,CUST_0433,Central
2023-10-17,ELE_072,Headphones,Electronics,3,356.45,1069.36,CUST_0819,West
2023-10-18,CLO_082,Jacket,Clothing,11,41.36,454.93,CUST_0954,Central
2023-10-18,CLO_061,Jacket,Clothing,5,59.42,297.12,CUST_0010,East
2023-10-18,ELE_093,Tablet,Electronics,3,1231.68,3695.05,CUST_0549,West
2023-10-18,BEA_086,Skincare,Beauty,3,77.37,232.11,CUST_0574,Central
2023-10-18,FOO_003,Bread,Food & Beverages,20,24.33,486.52,CUST_0748,East
2023-10-18,HOM_079,Plants,Home & Garden,5,237.31,1186.57,CUST_0259,East
2023-10-18,BEA_099,Makeup,Beauty,7,72.45,507.15,CUST_0141,North
2023-10-18,CLO_084,T-Shirt,Clothing,10,62.31,623.14,CUST_0056,North
2023-10-19,ELE_032,Smart TV,Electronics,5,670.11,3350.53,CUST_0046,West
2023-10-19,FOO_086,Fruits,Food & Beverages,12,43.02,516.28,CUST_0755,North
2023-10-19,SPO_091,Fitness Equipment,Sports,3,283.58,850.75,CUST_0893,Central
2023-10-19,CLO_070,Jacket,Clothing,5,64.3,321.48,CUST_0349,North
2023-10-19,FOO_022,Coffee,Food & Beverages,3,38.97,116.9,CUST_0788,South
2023-10-19,HOM_078,Decor,Home & Garden,10,88.1,881.01,CUST_0486,Central
2023-10-19,HOM_076,Kitchen Tools,Home & Garden,5,84.62,423.12,CUST_0864,West
2023-10-20,BEA_026,Perfume,Beauty,19,31.85,605.16,CUST_0383,West
2023-10-20,BEA_002,Perfume,Beauty,8,71.14,569.08,CUST_0129,East
2023-10-20,FOO_001,Fruits,Food & Beverages,9,8.09,72.82,CUST_0439,East
2023-10-20,HOM_040,Plants,Home & Garden,3,239.97,719.92,CUST_0107,South
2023-10-20,CLO_091,Jeans,Clothing,3,86.17,258.51,CUST_0488,North
2023-10-20,CLO_024,Dress,Clothing,9,150.22,1351.97,CUST_0803,East
2023-10-20,BEA_044,Hair Products,Beauty,10,79.14,791.35,CUST_0670,West
2023-10-21,SPO_063,Outdoor Gear,Sports,2,216.45,432.89,CUST_0341,South
2023-10-21,CLO_043,Jacket,Clothing,7,66.76,467.35,CUST_0466,North
2023-10-21,HOM_081,Kitchen Tools,Home & Garden,12,39.41,472.91,CUST_0890,East
2023-10-22,FOO_057,Milk,Food & Beverages,18,20.58,370.48,CUST_0149,East
2023-10-22,CLO_032,T-Shirt,Clothing,10,38.28,382.77,CUST_0514,West
2023-10-22,CLO_091,T-Shirt,Clothing,10,198.95,1989.53,CUST_0943,East
2023-10-22,FOO_050,Snacks,Food & Beverages,4,25.59,102.35,CUST_0371,West
2023-10-22,FOO_056,Snacks,Food & Beverages,14,22.66,317.26,CUST_0828,North
2023-10-22,BEA_092,Perfume,Beauty,2,105.47,210.94,CUST_0336,South
2023-10-22,BEA_042,Skincare,Beauty,6,76.64,459.83,CUST_0358,West
2023-10-23,SPO_050,Running Shoes,Sports,3,307.02,921.06,CUST_0334,East
2023-10-23,SPO_067,Accessories,Sports,3,218.98,656.93,CUST_0073,West
2023-10-23,HOM_048,Cleaning Supplies,Home & Garden,2,232.09,464.17,CUST_0054,West
2023-10-23,BEA_007,Hair Products,Beauty,2,124.71,249.41,CUST_0740,West
2023-10-23,FOO_008,Bread,Food & Beverages,19,34.7,659.28,CUST_0867,North
2023-10-23,FOO_075,Milk,Food & Beverages,17,12.17,206.82,CUST_0389,West
2023-10-23,SPO_072,Fitness Equipment,Sports,2,378.25,756.51,CUST_0047,West
2023-10-23,SPO_057,Running Shoes,Sports,6,75.82,454.92,CUST_0727,Central
